name,x,y,z,begin,end,category
Yliopistokatu 16,25.4725666,65.05775369999999,0,2019-02-07T12:35:47.326Z,2019-02-08T08:45:35.981Z,Home
University of Oulu,25.4662935,65.0593177,0,2019-02-08T08:49:52.451Z,2019-02-08T10:46:29.987Z,Studying and working
Yliopistokatu 16,25.4725666,65.05775369999999,0,2019-02-08T10:52:06.096Z,2019-02-10T13:50:18.513Z,Home
